tour,prix_propose,prix_plancher,budget_client,marge_actuelle,marge_pct,reaction_client,action_agent,reward,deal_conclu,popularite_dest,saison,phase,negociation_id,destination,nb_personnes
4,2314,2294,2245,20,0.86,accepte,aucune,3.0,True,0.9,moyenne,1,460,"Paris, France",4
1,4370,3910,4225,460,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,haute,1,461,Thailande,4
2,4370,3910,4225,460,10.53,accepte,aucune,12.0,True,0.82,haute,1,461,Thailande,4
1,2660,2380,2157,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,moyenne,1,462,"Istanbul, Turquie",2
2,2527,2380,2157,147,5.82,trop_cher,reduire_5_pct,-6.0,False,0.8,moyenne,1,462,"Istanbul, Turquie",2
3,2401,2380,2157,21,0.87,trop_cher,reduire_5_pct,-6.5,False,0.8,moyenne,1,462,"Istanbul, Turquie",2
4,2380,2380,2157,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.8,moyenne,2,462,"Istanbul, Turquie",2
5,2200,2380,2157,-180,-8.18,trop_cher,proposer_hotels,-7.5,False,0.8,moyenne,2,462,"Istanbul, Turquie",2
6,2200,2380,2157,-180,-8.18,accepte,aucune,-2.0,True,0.8,moyenne,1,462,"Istanbul, Turquie",2
1,2660,2380,2317,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,moyenne,1,463,"Istanbul, Turquie",2
2,2527,2380,2317,147,5.82,trop_cher,reduire_5_pct,-6.0,False,0.8,moyenne,1,463,"Istanbul, Turquie",2
3,2401,2380,2317,21,0.87,trop_cher,reduire_5_pct,-6.5,False,0.8,moyenne,1,463,"Istanbul, Turquie",2
4,2401,2380,2317,21,0.87,accepte,aucune,3.0,True,0.8,moyenne,1,463,"Istanbul, Turquie",2
1,2564,2294,2073,270,10.53,trop_cher,reduire_5_pct,-5.5,False,0.9,moyenne,1,464,"Paris, France",2
2,2436,2294,2073,142,5.83,trop_cher,reduire_5_pct,-6.0,False,0.9,moyenne,1,464,"Paris, France",2
3,2314,2294,2073,20,0.86,trop_cher,reduire_5_pct,-6.5,False,0.9,moyenne,1,464,"Paris, France",2
4,2294,2294,2073,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.9,moyenne,2,464,"Paris, France",2
5,2110,2294,2073,-184,-8.72,trop_cher,proposer_hotels,-7.5,False,0.9,moyenne,2,464,"Paris, France",2
6,2110,2294,2073,-184,-8.72,accepte,aucune,-2.0,True,0.9,moyenne,1,464,"Paris, France",2
1,2949,2638,2921,311,10.55,trop_cher,reduire_5_pct,-5.5,False,0.9,haute,1,465,"Paris, France",1
2,2949,2638,2921,311,10.55,accepte,aucune,12.0,True,0.9,haute,1,465,"Paris, France",1
1,4275,3825,3825,450,10.53,trop_cher,reduire_5_pct,-5.5,False,0.95,moyenne,1,466,"La Mecque, Arabie Saoudite",3
2,4061,3825,3825,236,5.81,trop_cher,reduire_5_pct,-6.0,False,0.95,moyenne,1,466,"La Mecque, Arabie Saoudite",3
3,4061,3825,3825,236,5.81,accepte,aucune,6.5,True,0.95,moyenne,1,466,"La Mecque, Arabie Saoudite",3
1,4275,3825,4037,450,10.53,trop_cher,reduire_5_pct,-5.5,False,0.95,moyenne,1,467,"La Mecque, Arabie Saoudite",2
2,4275,3825,4037,450,10.53,accepte,aucune,12.0,True,0.95,moyenne,1,467,"La Mecque, Arabie Saoudite",2
1,2949,2638,2122,311,10.55,trop_cher,reduire_5_pct,-5.5,False,0.9,haute,1,468,"Paris, France",3
2,2802,2638,2122,164,5.85,trop_cher,reduire_5_pct,-6.0,False,0.9,haute,1,468,"Paris, France",3
3,2662,2638,2122,24,0.9,trop_cher,reduire_5_pct,-6.5,False,0.9,haute,1,468,"Paris, France",3
4,2638,2638,2122,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.9,haute,2,468,"Paris, France",3
5,2427,2638,2122,-211,-8.69,trop_cher,proposer_hotels,-7.5,False,0.9,haute,2,468,"Paris, France",3
6,2415,2638,2122,-223,-9.23,trop_cher,proposer_transport,-8.0,False,0.9,haute,2,468,"Paris, France",3
7,2415,2638,2122,-223,-9.23,trop_cher,retirer_excursion,-8.5,False,0.9,haute,2,468,"Paris, France",3
8,2415,2638,2122,-223,-9.23,trop_cher,retirer_assurance,-9.0,False,0.9,haute,2,468,"Paris, France",3
9,2415,2638,2122,-223,-9.23,trop_cher,refuser_negociation,-9.5,False,0.9,haute,3,468,"Paris, France",3
1,4370,3910,3246,460,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,haute,1,469,Thailande,4
2,4152,3910,3246,242,5.83,trop_cher,reduire_5_pct,-6.0,False,0.82,haute,1,469,Thailande,4
3,3944,3910,3246,34,0.86,trop_cher,reduire_5_pct,-6.5,False,0.82,haute,1,469,Thailande,4
4,3910,3910,3246,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,haute,2,469,Thailande,4
5,3597,3910,3246,-313,-8.7,trop_cher,proposer_hotels,-7.5,False,0.82,haute,2,469,Thailande,4
6,3565,3910,3246,-345,-9.68,trop_cher,proposer_transport,-8.0,False,0.82,haute,2,469,Thailande,4
7,3565,3910,3246,-345,-9.68,trop_cher,retirer_excursion,-8.5,False,0.82,haute,2,469,Thailande,4
8,3565,3910,3246,-345,-9.68,trop_cher,retirer_assurance,-9.0,False,0.82,haute,2,469,Thailande,4
9,3565,3910,3246,-345,-9.68,trop_cher,refuser_negociation,-9.5,False,0.82,haute,3,469,Thailande,4
1,4916,4399,4264,517,10.52,trop_cher,reduire_5_pct,-5.5,False,0.95,haute,1,470,"La Mecque, Arabie Saoudite",2
2,4670,4399,4264,271,5.8,trop_cher,reduire_5_pct,-6.0,False,0.95,haute,1,470,"La Mecque, Arabie Saoudite",2
3,4436,4399,4264,37,0.83,trop_cher,reduire_5_pct,-6.5,False,0.95,haute,1,470,"La Mecque, Arabie Saoudite",2
4,4399,4399,4264,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.95,haute,2,470,"La Mecque, Arabie Saoudite",2
5,4047,4399,4264,-352,-8.7,trop_cher,proposer_hotels,-7.5,False,0.95,haute,2,470,"La Mecque, Arabie Saoudite",2
6,4047,4399,4264,-352,-8.7,accepte,aucune,-2.0,True,0.95,haute,1,470,"La Mecque, Arabie Saoudite",2
1,3800,3400,3114,400,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,moyenne,1,471,Thailande,4
2,3610,3400,3114,210,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,moyenne,1,471,Thailande,4
3,3430,3400,3114,30,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,moyenne,1,471,Thailande,4
4,3400,3400,3114,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,moyenne,2,471,Thailande,4
5,3128,3400,3114,-272,-8.7,trop_cher,proposer_hotels,-7.5,False,0.82,moyenne,2,471,Thailande,4
6,3128,3400,3114,-272,-8.7,accepte,aucune,-2.0,True,0.82,moyenne,1,471,Thailande,4
1,2660,2380,2169,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,moyenne,1,472,"Rome, Italie",2
2,2527,2380,2169,147,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,moyenne,1,472,"Rome, Italie",2
3,2401,2380,2169,21,0.87,trop_cher,reduire_5_pct,-6.5,False,0.78,moyenne,1,472,"Rome, Italie",2
4,2380,2380,2169,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.78,moyenne,2,472,"Rome, Italie",2
5,2200,2380,2169,-180,-8.18,trop_cher,proposer_hotels,-7.5,False,0.78,moyenne,2,472,"Rome, Italie",2
6,2200,2380,2169,-180,-8.18,accepte,aucune,-2.0,True,0.78,moyenne,1,472,"Rome, Italie",2
1,4560,4080,4397,480,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,moyenne,1,473,"Dubai, EAU",2
2,4560,4080,4397,480,10.53,accepte,aucune,12.0,True,0.85,moyenne,1,473,"Dubai, EAU",2
1,4800,4080,5207,720,15.0,accepte,aucune,12.5,True,0.85,moyenne,1,474,"Dubai, EAU",2
1,3162,2688,3555,474,14.99,accepte,aucune,12.5,True,0.76,haute,1,475,"Barcelone, Espagne",3
1,4370,3910,4024,460,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,haute,1,476,Thailande,4
2,4152,3910,4024,242,5.83,trop_cher,reduire_5_pct,-6.0,False,0.82,haute,1,476,Thailande,4
3,3944,3910,4024,34,0.86,trop_cher,reduire_5_pct,-6.5,False,0.82,haute,1,476,Thailande,4
4,3944,3910,4024,34,0.86,accepte,aucune,3.0,True,0.82,haute,1,476,Thailande,4
1,3420,3060,3291,360,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,basse,1,477,Thailande,4
2,3249,3060,3291,189,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,basse,1,477,Thailande,4
3,3249,3060,3291,189,5.82,accepte,aucune,6.5,True,0.82,basse,1,477,Thailande,4
1,2308,2065,1869,243,10.53,trop_cher,reduire_5_pct,-5.5,False,0.9,basse,1,478,"Paris, France",3
2,2193,2065,1869,128,5.84,trop_cher,reduire_5_pct,-6.0,False,0.9,basse,1,478,"Paris, France",3
3,2083,2065,1869,18,0.86,trop_cher,reduire_5_pct,-6.5,False,0.9,basse,1,478,"Paris, France",3
4,2065,2065,1869,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.9,basse,2,478,"Paris, France",3
5,1900,2065,1869,-165,-8.68,trop_cher,proposer_hotels,-7.5,False,0.9,basse,2,478,"Paris, France",3
6,1900,2065,1869,-165,-8.68,accepte,aucune,-2.0,True,0.9,basse,1,478,"Paris, France",3
1,4916,4399,4336,517,10.52,trop_cher,reduire_5_pct,-5.5,False,0.95,haute,1,479,"La Mecque, Arabie Saoudite",4
2,4670,4399,4336,271,5.8,trop_cher,reduire_5_pct,-6.0,False,0.95,haute,1,479,"La Mecque, Arabie Saoudite",4
3,4436,4399,4336,37,0.83,trop_cher,reduire_5_pct,-6.5,False,0.95,haute,1,479,"La Mecque, Arabie Saoudite",4
4,4436,4399,4336,37,0.83,accepte,aucune,3.0,True,0.95,haute,1,479,"La Mecque, Arabie Saoudite",4
1,3800,3400,2931,400,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,moyenne,1,480,Thailande,2
2,3610,3400,2931,210,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,moyenne,1,480,Thailande,2
3,3430,3400,2931,30,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,moyenne,1,480,Thailande,2
4,3400,3400,2931,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,moyenne,2,480,Thailande,2
5,3128,3400,2931,-272,-8.7,trop_cher,proposer_hotels,-7.5,False,0.82,moyenne,2,480,Thailande,2
6,3100,3400,2931,-300,-9.68,trop_cher,proposer_transport,-8.0,False,0.82,moyenne,2,480,Thailande,2
7,3100,3400,2931,-300,-9.68,accepte,aucune,-2.5,True,0.82,moyenne,1,480,Thailande,2
1,3800,3400,3227,400,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,moyenne,1,481,Thailande,4
2,3610,3400,3227,210,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,moyenne,1,481,Thailande,4
3,3430,3400,3227,30,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,moyenne,1,481,Thailande,4
4,3400,3400,3227,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,moyenne,2,481,Thailande,4
5,3128,3400,3227,-272,-8.7,trop_cher,proposer_hotels,-7.5,False,0.82,moyenne,2,481,Thailande,4
6,3128,3400,3227,-272,-8.7,accepte,aucune,-2.0,True,0.82,moyenne,1,481,Thailande,4
1,2564,2294,2253,270,10.53,trop_cher,reduire_5_pct,-5.5,False,0.9,moyenne,1,482,"Paris, France",4
2,2436,2294,2253,142,5.83,trop_cher,reduire_5_pct,-6.0,False,0.9,moyenne,1,482,"Paris, France",4
3,2314,2294,2253,20,0.86,trop_cher,reduire_5_pct,-6.5,False,0.9,moyenne,1,482,"Paris, France",4
4,2314,2294,2253,20,0.86,accepte,aucune,3.0,True,0.9,moyenne,1,482,"Paris, France",4
1,2351,2104,2147,247,10.51,trop_cher,reduire_5_pct,-5.5,False,0.76,basse,1,483,"Barcelone, Espagne",2
2,2233,2104,2147,129,5.78,trop_cher,reduire_5_pct,-6.0,False,0.76,basse,1,483,"Barcelone, Espagne",2
3,2233,2104,2147,129,5.78,accepte,aucune,6.5,True,0.76,basse,1,483,"Barcelone, Espagne",2
1,4000,3400,4731,600,15.0,accepte,aucune,12.5,True,0.82,moyenne,1,484,Thailande,2
1,2374,2124,1791,250,10.53,trop_cher,reduire_5_pct,-5.5,False,0.75,moyenne,1,485,"Marrakech, Maroc",1
2,2255,2124,1791,131,5.81,trop_cher,reduire_5_pct,-6.0,False,0.75,moyenne,1,485,"Marrakech, Maroc",1
3,2142,2124,1791,18,0.84,trop_cher,reduire_5_pct,-6.5,False,0.75,moyenne,1,485,"Marrakech, Maroc",1
4,2124,2124,1791,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.75,moyenne,2,485,"Marrakech, Maroc",1
5,1954,2124,1791,-170,-8.7,trop_cher,proposer_hotels,-7.5,False,0.75,moyenne,2,485,"Marrakech, Maroc",1
6,1900,2124,1791,-224,-11.79,trop_cher,proposer_transport,-8.0,False,0.75,moyenne,2,485,"Marrakech, Maroc",1
7,1900,2124,1791,-224,-11.79,accepte,aucune,-2.5,True,0.75,moyenne,1,485,"Marrakech, Maroc",1
1,3059,2737,2621,322,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,haute,1,486,"Rome, Italie",4
2,2906,2737,2621,169,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,haute,1,486,"Rome, Italie",4
3,2761,2737,2621,24,0.87,trop_cher,reduire_5_pct,-6.5,False,0.78,haute,1,486,"Rome, Italie",4
4,2737,2737,2621,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.78,haute,2,486,"Rome, Italie",4
5,2737,2737,2621,0,0.0,accepte,aucune,0.5,True,0.78,haute,1,486,"Rome, Italie",4
1,2800,2380,2796,420,15.0,accepte,aucune,12.5,True,0.78,moyenne,1,487,"Rome, Italie",2
1,2949,2638,2553,311,10.55,trop_cher,reduire_5_pct,-5.5,False,0.9,haute,1,488,"Paris, France",2
2,2802,2638,2553,164,5.85,trop_cher,reduire_5_pct,-6.0,False,0.9,haute,1,488,"Paris, France",2
3,2662,2638,2553,24,0.9,trop_cher,reduire_5_pct,-6.5,False,0.9,haute,1,488,"Paris, France",2
4,2662,2638,2553,24,0.9,accepte,aucune,3.0,True,0.9,haute,1,488,"Paris, France",2
1,4500,3825,5362,675,15.0,accepte,aucune,12.5,True,0.95,moyenne,1,489,"La Mecque, Arabie Saoudite",3
1,2874,2443,3374,431,15.0,accepte,aucune,12.5,True,0.75,haute,1,490,"Marrakech, Maroc",4
1,3420,3060,3198,360,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,basse,1,491,Thailande,1
2,3249,3060,3198,189,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,basse,1,491,Thailande,1
3,3249,3060,3198,189,5.82,accepte,aucune,6.5,True,0.82,basse,1,491,Thailande,1
1,2612,2338,2481,274,10.49,trop_cher,reduire_5_pct,-5.5,False,0.76,moyenne,1,492,"Barcelone, Espagne",2
2,2481,2338,2481,143,5.76,trop_cher,reduire_5_pct,-6.0,False,0.76,moyenne,1,492,"Barcelone, Espagne",2
3,2481,2338,2481,143,5.76,accepte,aucune,6.5,True,0.76,moyenne,1,492,"Barcelone, Espagne",2
1,2660,2380,2149,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,moyenne,1,493,"Rome, Italie",1
2,2527,2380,2149,147,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,moyenne,1,493,"Rome, Italie",1
3,2401,2380,2149,21,0.87,trop_cher,reduire_5_pct,-6.5,False,0.78,moyenne,1,493,"Rome, Italie",1
4,2380,2380,2149,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.78,moyenne,2,493,"Rome, Italie",1
5,2200,2380,2149,-180,-8.18,trop_cher,proposer_hotels,-7.5,False,0.78,moyenne,2,493,"Rome, Italie",1
6,2200,2380,2149,-180,-8.18,accepte,aucune,-2.0,True,0.78,moyenne,1,493,"Rome, Italie",1
1,2499,2124,2503,375,15.01,accepte,aucune,12.5,True,0.75,moyenne,1,494,"Marrakech, Maroc",2
1,2730,2443,1950,287,10.51,trop_cher,reduire_5_pct,-5.5,False,0.75,haute,1,495,"Marrakech, Maroc",4
2,2594,2443,1950,151,5.82,trop_cher,reduire_5_pct,-6.0,False,0.75,haute,1,495,"Marrakech, Maroc",4
3,2464,2443,1950,21,0.85,trop_cher,reduire_5_pct,-6.5,False,0.75,haute,1,495,"Marrakech, Maroc",4
4,2443,2443,1950,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.75,haute,2,495,"Marrakech, Maroc",4
5,2248,2443,1950,-195,-8.67,trop_cher,proposer_hotels,-7.5,False,0.75,haute,2,495,"Marrakech, Maroc",4
6,2185,2443,1950,-258,-11.81,trop_cher,proposer_transport,-8.0,False,0.75,haute,2,495,"Marrakech, Maroc",4
7,2185,2443,1950,-258,-11.81,trop_cher,retirer_excursion,-8.5,False,0.75,haute,2,495,"Marrakech, Maroc",4
8,2185,2443,1950,-258,-11.81,trop_cher,retirer_assurance,-9.0,False,0.75,haute,2,495,"Marrakech, Maroc",4
9,2185,2443,1950,-258,-11.81,trop_cher,refuser_negociation,-9.5,False,0.75,haute,3,495,"Marrakech, Maroc",4
1,4370,3910,4054,460,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,haute,1,496,Thailande,3
2,4152,3910,4054,242,5.83,trop_cher,reduire_5_pct,-6.0,False,0.82,haute,1,496,Thailande,3
3,4152,3910,4054,242,5.83,accepte,aucune,6.5,True,0.82,haute,1,496,Thailande,3
1,3059,2737,2642,322,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,haute,1,497,"Istanbul, Turquie",1
2,2906,2737,2642,169,5.82,trop_cher,reduire_5_pct,-6.0,False,0.8,haute,1,497,"Istanbul, Turquie",1
3,2761,2737,2642,24,0.87,trop_cher,reduire_5_pct,-6.5,False,0.8,haute,1,497,"Istanbul, Turquie",1
4,2737,2737,2642,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.8,haute,2,497,"Istanbul, Turquie",1
5,2737,2737,2642,0,0.0,accepte,aucune,0.5,True,0.8,haute,1,497,"Istanbul, Turquie",1
1,3420,3060,2592,360,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,basse,1,498,Thailande,2
2,3249,3060,2592,189,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,basse,1,498,Thailande,2
3,3087,3060,2592,27,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,basse,1,498,Thailande,2
4,3060,3060,2592,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,basse,2,498,Thailande,2
5,2815,3060,2592,-245,-8.7,trop_cher,proposer_hotels,-7.5,False,0.82,basse,2,498,Thailande,2
6,2790,3060,2592,-270,-9.68,trop_cher,proposer_transport,-8.0,False,0.82,basse,2,498,Thailande,2
7,2790,3060,2592,-270,-9.68,trop_cher,retirer_excursion,-8.5,False,0.82,basse,2,498,Thailande,2
8,2790,3060,2592,-270,-9.68,trop_cher,retirer_assurance,-9.0,False,0.82,basse,2,498,Thailande,2
9,2790,3060,2592,-270,-9.68,trop_cher,refuser_negociation,-9.5,False,0.82,basse,3,498,Thailande,2
1,4600,3910,4798,690,15.0,accepte,aucune,12.5,True,0.82,haute,1,499,Thailande,2
1,4275,3825,3724,450,10.53,trop_cher,reduire_5_pct,-5.5,False,0.95,moyenne,1,500,"La Mecque, Arabie Saoudite",2
2,4061,3825,3724,236,5.81,trop_cher,reduire_5_pct,-6.0,False,0.95,moyenne,1,500,"La Mecque, Arabie Saoudite",2
3,3858,3825,3724,33,0.86,trop_cher,reduire_5_pct,-6.5,False,0.95,moyenne,1,500,"La Mecque, Arabie Saoudite",2
4,3825,3825,3724,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.95,moyenne,2,500,"La Mecque, Arabie Saoudite",2
5,3825,3825,3724,0,0.0,accepte,aucune,2.5,True,0.95,moyenne,1,500,"La Mecque, Arabie Saoudite",2
1,3004,2688,2828,316,10.52,trop_cher,reduire_5_pct,-5.5,False,0.76,haute,1,501,"Barcelone, Espagne",2
2,2854,2688,2828,166,5.82,trop_cher,reduire_5_pct,-6.0,False,0.76,haute,1,501,"Barcelone, Espagne",2
3,2854,2688,2828,166,5.82,accepte,aucune,6.5,True,0.76,haute,1,501,"Barcelone, Espagne",2
1,2660,2380,2548,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,moyenne,1,502,"Rome, Italie",4
2,2527,2380,2548,147,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,moyenne,1,502,"Rome, Italie",4
3,2527,2380,2548,147,5.82,accepte,aucune,6.5,True,0.78,moyenne,1,502,"Rome, Italie",4
1,2874,2443,2799,431,15.0,accepte,aucune,12.5,True,0.75,haute,1,503,"Marrakech, Maroc",4
1,4275,3825,4028,450,10.53,trop_cher,reduire_5_pct,-5.5,False,0.95,moyenne,1,504,"La Mecque, Arabie Saoudite",2
2,4061,3825,4028,236,5.81,trop_cher,reduire_5_pct,-6.0,False,0.95,moyenne,1,504,"La Mecque, Arabie Saoudite",2
3,4061,3825,4028,236,5.81,accepte,aucune,6.5,True,0.95,moyenne,1,504,"La Mecque, Arabie Saoudite",2
1,2249,1912,2235,337,14.98,accepte,aucune,12.5,True,0.75,basse,1,505,"Marrakech, Maroc",3
1,2660,2380,2452,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,moyenne,1,506,"Rome, Italie",2
2,2527,2380,2452,147,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,moyenne,1,506,"Rome, Italie",2
3,2527,2380,2452,147,5.82,accepte,aucune,6.5,True,0.78,moyenne,1,506,"Rome, Italie",2
1,2520,2142,2607,378,15.0,accepte,aucune,12.5,True,0.8,basse,1,507,"Istanbul, Turquie",4
1,2351,2104,1806,247,10.51,trop_cher,reduire_5_pct,-5.5,False,0.76,basse,1,508,"Barcelone, Espagne",4
2,2233,2104,1806,129,5.78,trop_cher,reduire_5_pct,-6.0,False,0.76,basse,1,508,"Barcelone, Espagne",4
3,2121,2104,1806,17,0.8,trop_cher,reduire_5_pct,-6.5,False,0.76,basse,1,508,"Barcelone, Espagne",4
4,2104,2104,1806,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.76,basse,2,508,"Barcelone, Espagne",4
5,1936,2104,1806,-168,-8.68,trop_cher,proposer_hotels,-7.5,False,0.76,basse,2,508,"Barcelone, Espagne",4
6,1935,2104,1806,-169,-8.73,trop_cher,proposer_transport,-8.0,False,0.76,basse,2,508,"Barcelone, Espagne",4
7,1935,2104,1806,-169,-8.73,accepte,aucune,-2.5,True,0.76,basse,1,508,"Barcelone, Espagne",4
1,2800,2380,2950,420,15.0,accepte,aucune,12.5,True,0.78,moyenne,1,509,"Rome, Italie",4
1,2699,2294,3199,405,15.01,accepte,aucune,12.5,True,0.9,moyenne,1,510,"Paris, France",2
1,5244,4692,3812,552,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,haute,1,511,"Dubai, EAU",2
2,4982,4692,3812,290,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,haute,1,511,"Dubai, EAU",2
3,4733,4692,3812,41,0.87,trop_cher,reduire_5_pct,-6.5,False,0.85,haute,1,511,"Dubai, EAU",2
4,4692,4692,3812,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.85,haute,2,511,"Dubai, EAU",2
5,4370,4692,3812,-322,-7.37,trop_cher,proposer_hotels,-7.5,False,0.85,haute,2,511,"Dubai, EAU",2
6,4370,4692,3812,-322,-7.37,trop_cher,proposer_transport,-8.0,False,0.85,haute,2,511,"Dubai, EAU",2
7,4370,4692,3812,-322,-7.37,trop_cher,retirer_excursion,-8.5,False,0.85,haute,2,511,"Dubai, EAU",2
8,4370,4692,3812,-322,-7.37,trop_cher,retirer_assurance,-9.0,False,0.85,haute,2,511,"Dubai, EAU",2
9,4370,4692,3812,-322,-7.37,trop_cher,refuser_negociation,-9.5,False,0.85,haute,3,511,"Dubai, EAU",2
1,2750,2338,2917,412,14.98,accepte,aucune,12.5,True,0.76,moyenne,1,512,"Barcelone, Espagne",2
1,2394,2142,2334,252,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,basse,1,513,"Istanbul, Turquie",1
2,2394,2142,2334,252,10.53,accepte,aucune,12.0,True,0.8,basse,1,513,"Istanbul, Turquie",1
1,4500,3825,5060,675,15.0,accepte,aucune,12.5,True,0.95,moyenne,1,514,"La Mecque, Arabie Saoudite",3
1,3600,3060,3811,540,15.0,accepte,aucune,12.5,True,0.82,basse,1,515,Thailande,4
1,4275,3825,3091,450,10.53,trop_cher,reduire_5_pct,-5.5,False,0.95,moyenne,1,516,"La Mecque, Arabie Saoudite",2
2,4061,3825,3091,236,5.81,trop_cher,reduire_5_pct,-6.0,False,0.95,moyenne,1,516,"La Mecque, Arabie Saoudite",2
3,3858,3825,3091,33,0.86,trop_cher,reduire_5_pct,-6.5,False,0.95,moyenne,1,516,"La Mecque, Arabie Saoudite",2
4,3825,3825,3091,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.95,moyenne,2,516,"La Mecque, Arabie Saoudite",2
5,3519,3825,3091,-306,-8.7,trop_cher,proposer_hotels,-7.5,False,0.95,moyenne,2,516,"La Mecque, Arabie Saoudite",2
6,3500,3825,3091,-325,-9.29,trop_cher,proposer_transport,-8.0,False,0.95,moyenne,2,516,"La Mecque, Arabie Saoudite",2
7,3500,3825,3091,-325,-9.29,trop_cher,retirer_excursion,-8.5,False,0.95,moyenne,2,516,"La Mecque, Arabie Saoudite",2
8,3500,3825,3091,-325,-9.29,trop_cher,retirer_assurance,-9.0,False,0.95,moyenne,2,516,"La Mecque, Arabie Saoudite",2
9,3500,3825,3091,-325,-9.29,trop_cher,refuser_negociation,-9.5,False,0.95,moyenne,3,516,"La Mecque, Arabie Saoudite",2
1,3800,3400,3136,400,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,moyenne,1,517,Thailande,4
2,3610,3400,3136,210,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,moyenne,1,517,Thailande,4
3,3430,3400,3136,30,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,moyenne,1,517,Thailande,4
4,3400,3400,3136,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,moyenne,2,517,Thailande,4
5,3128,3400,3136,-272,-8.7,trop_cher,proposer_hotels,-7.5,False,0.82,moyenne,2,517,Thailande,4
6,3128,3400,3136,-272,-8.7,accepte,aucune,-2.0,True,0.82,moyenne,1,517,Thailande,4
1,3162,2688,3312,474,14.99,accepte,aucune,12.5,True,0.76,haute,1,518,"Barcelone, Espagne",2
1,3848,3442,3572,406,10.55,trop_cher,reduire_5_pct,-5.5,False,0.95,basse,1,519,"La Mecque, Arabie Saoudite",1
2,3656,3442,3572,214,5.85,trop_cher,reduire_5_pct,-6.0,False,0.95,basse,1,519,"La Mecque, Arabie Saoudite",1
3,3656,3442,3572,214,5.85,accepte,aucune,6.5,True,0.95,basse,1,519,"La Mecque, Arabie Saoudite",1
1,4500,3825,4740,675,15.0,accepte,aucune,12.5,True,0.95,moyenne,1,520,"La Mecque, Arabie Saoudite",4
1,2520,2142,2783,378,15.0,accepte,aucune,12.5,True,0.8,basse,1,521,"Istanbul, Turquie",2
