negociation_id,destination,nb_personnes,nb_nuits,mois,saison,nb_options,prix_plancher,prix_affiche,budget_client,ratio_budget,nb_tours,deal_conclu,prix_final,marge_finale,popularite_dest,reward_total
253,"Paris, France",1,7,7,haute,3,2415,3104,2479,0.799,6,True,2427,12,0.9,-34.5
254,"Dubai, EAU",3,3,4,moyenne,3,3800,4800,4385,0.914,2,True,4560,760,0.85,6.5
255,"Paris, France",1,14,5,moyenne,3,2100,2699,2944,1.091,1,True,2699,599,0.9,12.5
256,"Rome, Italie",1,5,10,moyenne,3,2200,2800,2518,0.899,2,True,2660,460,0.78,6.5
257,"La Mecque, Arabie Saoudite",2,10,4,moyenne,3,3500,4500,4079,0.906,2,True,4275,775,0.95,6.5
258,"Barcelone, Espagne",4,14,3,moyenne,3,2150,2750,3086,1.122,1,True,2750,600,0.76,12.5
259,"Rome, Italie",1,3,7,haute,3,2530,3220,2220,0.689,9,False,0,0,0.78,-67.5
260,"Barcelone, Espagne",2,5,11,basse,3,1935,2475,1913,0.773,6,True,1936,1,0.76,-34.5
261,"Istanbul, Turquie",4,7,6,haute,3,2530,3220,2234,0.694,9,False,0,0,0.8,-67.5
262,"Dubai, EAU",2,10,2,basse,3,3420,4320,3846,0.89,3,True,3899,479,0.85,-5.0
263,"Dubai, EAU",4,10,4,moyenne,3,3800,4800,3456,0.72,9,False,0,0,0.85,-67.5
264,"La Mecque, Arabie Saoudite",2,14,11,basse,3,3150,4050,3399,0.839,4,True,3473,323,0.95,-15.0
265,"Barcelone, Espagne",4,7,8,haute,3,2472,3162,2837,0.897,2,True,3004,532,0.76,6.5
266,"Istanbul, Turquie",2,7,10,moyenne,3,2200,2800,2801,1.0,1,True,2800,600,0.8,12.5
267,"Barcelone, Espagne",2,7,12,haute,3,2472,3162,3392,1.073,1,True,3162,690,0.76,12.5
268,"Marrakech, Maroc",2,7,5,moyenne,3,1900,2499,2620,1.048,1,True,2499,599,0.75,12.5
269,"Marrakech, Maroc",3,10,3,moyenne,3,1900,2499,2718,1.088,1,True,2499,599,0.75,12.5
270,Thailande,4,5,8,haute,3,3565,4600,5326,1.158,1,True,4600,1035,0.82,12.5
271,"Barcelone, Espagne",4,7,3,moyenne,3,2150,2750,2779,1.011,1,True,2750,600,0.76,12.5
272,"Barcelone, Espagne",4,7,2,basse,3,1935,2475,2067,0.835,4,True,2121,186,0.76,-15.0
273,"Barcelone, Espagne",3,3,6,haute,3,2472,3162,3646,1.153,1,True,3162,690,0.76,12.5
274,"Dubai, EAU",1,5,11,basse,3,3420,4320,4284,0.992,1,True,4320,900,0.85,12.5
275,"Barcelone, Espagne",4,7,7,haute,3,2472,3162,2190,0.693,9,False,0,0,0.76,-67.5
276,"Istanbul, Turquie",2,3,8,haute,3,2530,3220,2528,0.785,6,True,2530,0,0.8,-34.5
277,"Marrakech, Maroc",3,7,6,haute,3,2185,2874,2240,0.779,6,True,2248,63,0.75,-34.5
278,"Dubai, EAU",4,5,12,haute,3,4370,5520,3981,0.721,9,False,0,0,0.85,-67.5
279,"Marrakech, Maroc",2,10,7,haute,3,2185,2874,2473,0.86,3,True,2594,409,0.75,-5.0
280,"Dubai, EAU",3,3,9,moyenne,3,3800,4800,3664,0.763,6,True,3800,0,0.85,-34.5
281,"Barcelone, Espagne",3,3,6,haute,3,2472,3162,2515,0.795,6,True,2473,1,0.76,-34.5
282,"Rome, Italie",1,5,5,moyenne,3,2200,2800,2165,0.773,6,True,2200,0,0.78,-34.5
283,"Istanbul, Turquie",3,5,8,haute,3,2530,3220,2320,0.72,9,False,0,0,0.8,-67.5
284,"Barcelone, Espagne",4,7,7,haute,3,2472,3162,3355,1.061,1,True,3162,690,0.76,12.5
285,"Paris, France",4,5,5,moyenne,3,2100,2699,1960,0.726,9,False,0,0,0.9,-67.5
286,"Rome, Italie",3,3,12,haute,3,2530,3220,2349,0.73,9,False,0,0,0.78,-67.5
287,"Dubai, EAU",4,5,4,moyenne,3,3800,4800,5266,1.097,1,True,4800,1000,0.85,12.5
288,"Barcelone, Espagne",2,10,3,moyenne,3,2150,2750,3172,1.153,1,True,2750,600,0.76,12.5
289,"Rome, Italie",3,7,10,moyenne,3,2200,2800,2126,0.759,6,True,2200,0,0.78,-34.5
290,"Dubai, EAU",2,7,1,basse,3,3420,4320,5040,1.167,1,True,4320,900,0.85,12.5
291,"Istanbul, Turquie",2,5,12,haute,3,2530,3220,2375,0.738,8,True,2530,0,0.8,-52.0
292,"Dubai, EAU",2,10,12,haute,3,4370,5520,5147,0.932,2,True,5244,874,0.85,6.5
293,"Rome, Italie",3,3,12,haute,3,2530,3220,3034,0.942,2,True,3059,529,0.78,6.5
294,"Dubai, EAU",4,10,7,haute,3,4370,5520,4372,0.792,6,True,4370,0,0.85,-34.5
295,Thailande,4,7,11,basse,3,2790,3600,3461,0.961,1,True,3600,810,0.82,12.5
296,Thailande,1,3,3,moyenne,3,3100,4000,2636,0.659,9,False,0,0,0.82,-67.5
297,"La Mecque, Arabie Saoudite",1,7,11,basse,3,3150,4050,4015,0.991,1,True,4050,900,0.95,12.5
298,"La Mecque, Arabie Saoudite",4,14,4,moyenne,3,3500,4500,3094,0.688,9,False,0,0,0.95,-67.5
299,"Barcelone, Espagne",4,5,8,haute,3,2472,3162,2447,0.774,6,True,2473,1,0.76,-34.5
300,"Istanbul, Turquie",4,14,3,moyenne,3,2200,2800,2315,0.827,5,True,2380,180,0.8,-24.5
301,"Barcelone, Espagne",3,14,8,haute,3,2472,3162,3072,0.972,2,True,3004,532,0.76,6.5
302,"Barcelone, Espagne",2,7,6,haute,3,2472,3162,3200,1.012,1,True,3162,690,0.76,12.5
303,"Marrakech, Maroc",3,10,10,moyenne,3,1900,2499,2552,1.021,1,True,2499,599,0.75,12.5
304,"Paris, France",4,14,5,moyenne,3,2100,2699,2258,0.837,4,True,2314,214,0.9,-15.0
305,"Marrakech, Maroc",2,7,2,basse,3,1710,2249,1889,0.84,4,True,1928,218,0.75,-15.0
306,"Rome, Italie",2,7,10,moyenne,3,2200,2800,2302,0.822,5,True,2380,180,0.78,-24.5
307,"Paris, France",2,5,1,basse,3,1890,2429,2884,1.187,1,True,2429,539,0.9,12.5
308,"La Mecque, Arabie Saoudite",4,14,9,moyenne,3,3500,4500,4752,1.056,1,True,4500,1000,0.95,12.5
309,"Istanbul, Turquie",2,3,5,moyenne,3,2200,2800,2598,0.928,1,True,2800,600,0.8,12.5
310,"Istanbul, Turquie",3,7,7,haute,3,2530,3220,2844,0.883,3,True,2906,376,0.8,-5.0
311,"Barcelone, Espagne",4,5,1,basse,3,1935,2475,2298,0.928,2,True,2351,416,0.76,6.5
312,"Paris, France",2,14,12,haute,3,2415,3104,3085,0.994,1,True,3104,689,0.9,12.5
313,"Istanbul, Turquie",4,3,3,moyenne,3,2200,2800,2144,0.766,6,True,2200,0,0.8,-34.5
314,"Dubai, EAU",4,3,6,haute,3,4370,5520,5619,1.018,1,True,5520,1150,0.85,12.5
315,"Dubai, EAU",2,7,9,moyenne,3,3800,4800,3894,0.811,5,True,4080,280,0.85,-24.5
316,"Dubai, EAU",2,14,9,moyenne,3,3800,4800,4372,0.911,3,True,4332,532,0.85,-5.0
317,"Istanbul, Turquie",2,3,9,moyenne,3,2200,2800,3160,1.129,1,True,2800,600,0.8,12.5
318,"Marrakech, Maroc",2,5,7,haute,3,2185,2874,2960,1.03,1,True,2874,689,0.75,12.5
319,"Rome, Italie",1,10,11,basse,3,1980,2520,2507,0.995,1,True,2520,540,0.78,12.5
320,"Paris, France",2,3,8,haute,3,2415,3104,3549,1.143,1,True,3104,689,0.9,12.5
321,"Dubai, EAU",3,7,1,basse,3,3420,4320,3256,0.754,6,True,3420,0,0.85,-34.5
322,"Marrakech, Maroc",4,10,4,moyenne,3,1900,2499,2323,0.93,2,True,2374,474,0.75,6.5
323,"Paris, France",2,3,11,basse,3,1890,2429,2124,0.874,3,True,2193,303,0.9,-5.0
324,"Barcelone, Espagne",2,3,3,moyenne,3,2150,2750,2676,0.973,1,True,2750,600,0.76,12.5
325,"Barcelone, Espagne",4,7,8,haute,3,2472,3162,3071,0.971,2,True,3004,532,0.76,6.5
326,"Barcelone, Espagne",1,10,10,moyenne,3,2150,2750,2348,0.854,3,True,2481,331,0.76,-5.0
327,"Barcelone, Espagne",4,14,6,haute,3,2472,3162,2347,0.742,9,False,0,0,0.76,-67.5
328,"Marrakech, Maroc",2,7,8,haute,3,2185,2874,1962,0.683,9,False,0,0,0.75,-67.5
329,"Rome, Italie",2,10,1,basse,3,1980,2520,2558,1.015,1,True,2520,540,0.78,12.5
330,"Paris, France",2,7,9,moyenne,3,2100,2699,2733,1.013,1,True,2699,599,0.9,12.5
331,"Istanbul, Turquie",1,3,1,basse,3,1980,2520,3013,1.196,1,True,2520,540,0.8,12.5
332,"Barcelone, Espagne",2,14,11,basse,3,1935,2475,2403,0.971,1,True,2475,540,0.76,12.5
333,"Dubai, EAU",1,3,4,moyenne,3,3800,4800,5092,1.061,1,True,4800,1000,0.85,12.5
334,"Rome, Italie",1,3,8,haute,3,2530,3220,2990,0.929,2,True,3059,529,0.78,6.5
335,Thailande,1,7,11,basse,3,2790,3600,2743,0.762,6,True,2815,25,0.82,-34.5
336,"La Mecque, Arabie Saoudite",2,7,9,moyenne,3,3500,4500,3089,0.686,9,False,0,0,0.95,-67.5
337,"Rome, Italie",2,10,8,haute,3,2530,3220,2664,0.827,4,True,2761,231,0.78,-15.0
338,"Paris, France",4,7,1,basse,3,1890,2429,2594,1.068,1,True,2429,539,0.9,12.5
339,"Marrakech, Maroc",2,3,4,moyenne,3,1900,2499,2541,1.017,1,True,2499,599,0.75,12.5
340,"Paris, France",4,5,10,moyenne,3,2100,2699,3102,1.149,1,True,2699,599,0.9,12.5
341,"Istanbul, Turquie",2,5,10,moyenne,3,2200,2800,2453,0.876,3,True,2527,327,0.8,-5.0
342,"Rome, Italie",3,10,3,moyenne,3,2200,2800,2019,0.721,9,False,0,0,0.78,-67.5
343,"Paris, France",2,10,4,moyenne,3,2100,2699,2794,1.035,1,True,2699,599,0.9,12.5
344,"Rome, Italie",1,3,3,moyenne,3,2200,2800,2595,0.927,2,True,2660,460,0.78,6.5
345,"Rome, Italie",1,7,12,haute,3,2530,3220,3377,1.049,1,True,3220,690,0.78,12.5
346,"La Mecque, Arabie Saoudite",2,5,3,moyenne,3,3500,4500,4766,1.059,1,True,4500,1000,0.95,12.5
347,Thailande,4,7,3,moyenne,3,3100,4000,4362,1.091,1,True,4000,900,0.82,12.5
348,"Rome, Italie",2,14,10,moyenne,3,2200,2800,2925,1.045,1,True,2800,600,0.78,12.5
349,"La Mecque, Arabie Saoudite",2,5,12,haute,3,4025,5175,4471,0.864,3,True,4670,645,0.95,-5.0
350,"Paris, France",2,10,6,haute,3,2415,3104,3700,1.192,1,True,3104,689,0.9,12.5
351,"Dubai, EAU",2,5,6,haute,3,4370,5520,5572,1.009,1,True,5520,1150,0.85,12.5
352,"Istanbul, Turquie",4,3,12,haute,3,2530,3220,3646,1.132,1,True,3220,690,0.8,12.5
353,"Paris, France",2,5,4,moyenne,3,2100,2699,2801,1.038,1,True,2699,599,0.9,12.5
354,"Paris, France",1,7,8,haute,3,2415,3104,3701,1.192,1,True,3104,689,0.9,12.5
355,Thailande,2,7,9,moyenne,3,3100,4000,3601,0.9,3,True,3610,510,0.82,-5.0
356,"Marrakech, Maroc",2,7,2,basse,3,1710,2249,2155,0.958,2,True,2137,427,0.75,6.5
357,"Dubai, EAU",1,7,3,moyenne,3,3800,4800,4753,0.99,1,True,4800,1000,0.85,12.5
358,"Dubai, EAU",2,10,10,moyenne,3,3800,4800,5405,1.126,1,True,4800,1000,0.85,12.5
359,"Istanbul, Turquie",3,7,3,moyenne,3,2200,2800,2132,0.761,6,True,2200,0,0.8,-34.5
360,"La Mecque, Arabie Saoudite",2,3,1,basse,3,3150,4050,3321,0.82,5,True,3442,292,0.95,-22.5
361,Thailande,2,3,1,basse,3,2790,3600,3041,0.845,4,True,3087,297,0.82,-15.0
362,Thailande,2,14,5,moyenne,3,3100,4000,3269,0.817,6,True,3128,28,0.82,-34.5
363,"Marrakech, Maroc",4,7,10,moyenne,3,1900,2499,2186,0.875,3,True,2255,355,0.75,-5.0
364,"Barcelone, Espagne",4,10,4,moyenne,3,2150,2750,2488,0.905,3,True,2481,331,0.76,-5.0
365,Thailande,3,5,8,haute,3,3565,4600,3559,0.774,6,True,3597,32,0.82,-34.5
366,"Istanbul, Turquie",1,7,3,moyenne,3,2200,2800,2777,0.992,1,True,2800,600,0.8,12.5
367,"Marrakech, Maroc",2,3,7,haute,3,2185,2874,2454,0.854,4,True,2464,279,0.75,-15.0
368,"Rome, Italie",4,3,2,basse,3,1980,2520,1966,0.78,6,True,1980,0,0.78,-34.5
369,"Barcelone, Espagne",1,7,3,moyenne,3,2150,2750,2289,0.832,4,True,2357,207,0.76,-15.0
370,"Dubai, EAU",4,7,9,moyenne,3,3800,4800,5613,1.169,1,True,4800,1000,0.85,12.5
371,Thailande,3,10,8,haute,3,3565,4600,3399,0.739,8,True,3565,0,0.82,-52.0
372,"La Mecque, Arabie Saoudite",2,3,6,haute,3,4025,5175,5308,1.026,1,True,5175,1150,0.95,12.5
373,Thailande,4,14,11,basse,3,2790,3600,3283,0.912,2,True,3420,630,0.82,6.5
374,Thailande,4,7,5,moyenne,3,3100,4000,4405,1.101,1,True,4000,900,0.82,12.5
375,Thailande,2,7,12,haute,3,3565,4600,3722,0.809,5,True,3910,345,0.82,-22.5
376,"Barcelone, Espagne",2,10,10,moyenne,3,2150,2750,1979,0.72,9,False,0,0,0.76,-67.5
377,"Dubai, EAU",4,3,4,moyenne,3,3800,4800,4020,0.838,4,True,4115,315,0.85,-15.0
378,"Istanbul, Turquie",4,7,12,haute,3,2530,3220,3132,0.973,2,True,3059,529,0.8,6.5
379,"Marrakech, Maroc",4,5,11,basse,3,1710,2249,1595,0.709,9,False,0,0,0.75,-67.5
380,"Marrakech, Maroc",2,10,5,moyenne,3,1900,2499,2817,1.127,1,True,2499,599,0.75,12.5
381,"Barcelone, Espagne",4,7,8,haute,3,2472,3162,2522,0.798,6,True,2473,1,0.76,-34.5
382,"Rome, Italie",3,14,10,moyenne,3,2200,2800,2869,1.025,1,True,2800,600,0.78,12.5
383,"Dubai, EAU",2,7,11,basse,3,3420,4320,3238,0.75,8,True,3420,0,0.85,-52.0
384,"Barcelone, Espagne",4,7,11,basse,3,1935,2475,1663,0.672,9,False,0,0,0.76,-67.5
385,"Marrakech, Maroc",4,10,11,basse,3,1710,2249,2646,1.177,1,True,2249,539,0.75,12.5
386,"La Mecque, Arabie Saoudite",4,5,11,basse,3,3150,4050,4031,0.995,1,True,4050,900,0.95,12.5
387,"Istanbul, Turquie",4,7,12,haute,3,2530,3220,3673,1.141,1,True,3220,690,0.8,12.5
388,"Rome, Italie",4,3,4,moyenne,3,2200,2800,2458,0.878,3,True,2527,327,0.78,-5.0
389,"La Mecque, Arabie Saoudite",3,7,8,haute,3,4025,5175,5525,1.068,1,True,5175,1150,0.95,12.5
390,"Dubai, EAU",2,5,9,moyenne,3,3800,4800,4135,0.861,3,True,4332,532,0.85,-5.0
391,"Istanbul, Turquie",2,5,6,haute,3,2530,3220,2668,0.829,4,True,2761,231,0.8,-15.0
392,"Dubai, EAU",2,7,11,basse,3,3420,4320,4442,1.028,1,True,4320,900,0.85,12.5
393,Thailande,2,5,3,moyenne,3,3100,4000,2820,0.705,9,False,0,0,0.82,-67.5
394,"Rome, Italie",1,7,9,moyenne,3,2200,2800,2405,0.859,3,True,2527,327,0.78,-5.0
395,"Rome, Italie",2,5,2,basse,3,1980,2520,2102,0.834,4,True,2160,180,0.78,-15.0
396,"Rome, Italie",2,14,3,moyenne,3,2200,2800,2582,0.922,2,True,2660,460,0.78,6.5
397,"Barcelone, Espagne",1,5,4,moyenne,3,2150,2750,2703,0.983,1,True,2750,600,0.76,12.5
398,"Istanbul, Turquie",1,7,12,haute,3,2530,3220,3089,0.959,1,True,3220,690,0.8,12.5
399,"La Mecque, Arabie Saoudite",4,10,10,moyenne,3,3500,4500,4268,0.948,1,True,4500,1000,0.95,12.5
400,"Paris, France",1,14,2,basse,3,1890,2429,1873,0.771,6,True,1900,10,0.9,-34.5
401,"Dubai, EAU",4,10,5,moyenne,3,3800,4800,5401,1.125,1,True,4800,1000,0.85,12.5
402,"Dubai, EAU",3,14,10,moyenne,3,3800,4800,3382,0.705,9,False,0,0,0.85,-67.5
403,Thailande,2,14,8,haute,3,3565,4600,3034,0.66,9,False,0,0,0.82,-67.5
404,"La Mecque, Arabie Saoudite",4,5,8,haute,3,4025,5175,5299,1.024,1,True,5175,1150,0.95,12.5
405,"Dubai, EAU",4,5,1,basse,3,3420,4320,4493,1.04,1,True,4320,900,0.85,12.5
406,"Barcelone, Espagne",4,3,2,basse,3,1935,2475,2902,1.173,1,True,2475,540,0.76,12.5
407,"Istanbul, Turquie",4,14,3,moyenne,3,2200,2800,2577,0.92,2,True,2660,460,0.8,6.5
408,"Dubai, EAU",2,7,3,moyenne,3,3800,4800,3762,0.784,6,True,3800,0,0.85,-34.5
409,"Istanbul, Turquie",1,5,12,haute,3,2530,3220,3849,1.195,1,True,3220,690,0.8,12.5
410,"Dubai, EAU",2,10,8,haute,3,4370,5520,6180,1.12,1,True,5520,1150,0.85,12.5
411,"Barcelone, Espagne",4,7,10,moyenne,3,2150,2750,2365,0.86,4,True,2357,207,0.76,-15.0
412,"Dubai, EAU",2,7,1,basse,3,3420,4320,3691,0.854,4,True,3704,284,0.85,-15.0
413,"Marrakech, Maroc",4,7,9,moyenne,3,1900,2499,2147,0.859,4,True,2142,242,0.75,-15.0
414,"Barcelone, Espagne",2,10,10,moyenne,3,2150,2750,2333,0.848,3,True,2481,331,0.76,-5.0
415,"Istanbul, Turquie",1,7,6,haute,3,2530,3220,3032,0.942,2,True,3059,529,0.8,6.5
416,"Barcelone, Espagne",2,5,2,basse,3,1935,2475,2211,0.893,2,True,2351,416,0.76,6.5
417,Thailande,2,3,8,haute,3,3565,4600,4390,0.954,2,True,4370,805,0.82,6.5
418,"Paris, France",4,3,10,moyenne,3,2100,2699,2994,1.109,1,True,2699,599,0.9,12.5
419,"Marrakech, Maroc",4,14,8,haute,3,2185,2874,2991,1.041,1,True,2874,689,0.75,12.5
420,"Marrakech, Maroc",4,7,6,haute,3,2185,2874,2398,0.834,5,True,2443,258,0.75,-22.5
421,"Marrakech, Maroc",1,7,6,haute,3,2185,2874,3423,1.191,1,True,2874,689,0.75,12.5
422,"Rome, Italie",4,3,1,basse,3,1980,2520,2704,1.073,1,True,2520,540,0.78,12.5
423,"Barcelone, Espagne",1,7,10,moyenne,3,2150,2750,1922,0.699,9,False,0,0,0.76,-67.5
424,"Dubai, EAU",4,7,8,haute,3,4370,5520,6564,1.189,1,True,5520,1150,0.85,12.5
425,Thailande,1,10,12,haute,3,3565,4600,4283,0.931,2,True,4370,805,0.82,6.5
426,"Istanbul, Turquie",4,10,3,moyenne,3,2200,2800,2750,0.982,1,True,2800,600,0.8,12.5
427,"Rome, Italie",3,7,7,haute,3,2530,3220,3796,1.179,1,True,3220,690,0.78,12.5
428,"La Mecque, Arabie Saoudite",2,7,5,moyenne,3,3500,4500,3148,0.7,9,False,0,0,0.95,-67.5
429,"Marrakech, Maroc",2,10,12,haute,3,2185,2874,2159,0.751,6,True,2248,63,0.75,-34.5
430,"Rome, Italie",4,3,6,haute,3,2530,3220,2680,0.832,4,True,2761,231,0.78,-15.0
431,"La Mecque, Arabie Saoudite",4,7,1,basse,3,3150,4050,2707,0.668,9,False,0,0,0.95,-67.5
432,"La Mecque, Arabie Saoudite",2,10,1,basse,3,3150,4050,3207,0.792,6,True,3167,17,0.95,-34.5
433,"La Mecque, Arabie Saoudite",4,14,1,basse,3,3150,4050,4240,1.047,1,True,4050,900,0.95,12.5
434,"Rome, Italie",3,3,1,basse,3,1980,2520,2522,1.001,1,True,2520,540,0.78,12.5
435,Thailande,4,5,11,basse,3,2790,3600,4003,1.112,1,True,3600,810,0.82,12.5
436,"Marrakech, Maroc",4,14,4,moyenne,3,1900,2499,1750,0.7,9,False,0,0,0.75,-67.5
437,"La Mecque, Arabie Saoudite",1,7,8,haute,3,4025,5175,5117,0.989,1,True,5175,1150,0.95,12.5
438,"Rome, Italie",3,3,11,basse,3,1980,2520,2811,1.115,1,True,2520,540,0.78,12.5
439,"Rome, Italie",1,14,6,haute,3,2530,3220,3020,0.938,2,True,3059,529,0.78,6.5
440,"Istanbul, Turquie",2,10,9,moyenne,3,2200,2800,2146,0.766,6,True,2200,0,0.8,-34.5
441,Thailande,3,14,1,basse,3,2790,3600,2734,0.759,6,True,2815,25,0.82,-34.5
442,"Barcelone, Espagne",4,3,7,haute,3,2472,3162,2755,0.871,3,True,2854,382,0.76,-5.0
443,Thailande,2,3,5,moyenne,3,3100,4000,3993,0.998,1,True,4000,900,0.82,12.5
444,"Dubai, EAU",2,10,9,moyenne,3,3800,4800,3317,0.691,9,False,0,0,0.85,-67.5
445,"Dubai, EAU",4,14,3,moyenne,3,3800,4800,4183,0.871,4,True,4115,315,0.85,-15.0
446,"Dubai, EAU",3,5,5,moyenne,3,3800,4800,3830,0.798,6,True,3800,0,0.85,-34.5
447,"Dubai, EAU",4,14,10,moyenne,3,3800,4800,4358,0.908,2,True,4560,760,0.85,6.5
448,"La Mecque, Arabie Saoudite",4,14,5,moyenne,3,3500,4500,4592,1.02,1,True,4500,1000,0.95,12.5
449,"Barcelone, Espagne",2,14,1,basse,3,1935,2475,2022,0.817,4,True,2121,186,0.76,-15.0
450,"Istanbul, Turquie",2,14,12,haute,3,2530,3220,3830,1.189,1,True,3220,690,0.8,12.5
451,"Istanbul, Turquie",1,3,1,basse,3,1980,2520,1963,0.779,6,True,1980,0,0.8,-34.5
452,"Istanbul, Turquie",2,5,4,moyenne,3,2200,2800,2837,1.013,1,True,2800,600,0.8,12.5
453,"Paris, France",4,10,8,haute,3,2415,3104,3006,0.968,1,True,3104,689,0.9,12.5
454,"La Mecque, Arabie Saoudite",1,5,12,haute,3,4025,5175,4844,0.936,2,True,4916,891,0.95,6.5
455,"Marrakech, Maroc",1,7,10,moyenne,3,1900,2499,1762,0.705,9,False,0,0,0.75,-67.5
456,"Rome, Italie",2,5,12,haute,3,2530,3220,3410,1.059,1,True,3220,690,0.78,12.5
457,"Istanbul, Turquie",4,14,6,haute,3,2530,3220,3432,1.066,1,True,3220,690,0.8,12.5
458,"La Mecque, Arabie Saoudite",2,10,2,basse,3,3150,4050,3387,0.836,4,True,3473,323,0.95,-15.0
459,"La Mecque, Arabie Saoudite",4,14,2,basse,3,3150,4050,4751,1.173,1,True,4050,900,0.95,12.5
460,"Paris, France",4,10,10,moyenne,3,2100,2699,2245,0.832,4,True,2314,214,0.9,-15.0
461,Thailande,4,5,6,haute,3,3565,4600,4225,0.918,2,True,4370,805,0.82,6.5
462,"Istanbul, Turquie",2,10,9,moyenne,3,2200,2800,2157,0.77,6,True,2200,0,0.8,-34.5
463,"Istanbul, Turquie",2,5,3,moyenne,3,2200,2800,2317,0.828,4,True,2401,201,0.8,-15.0
464,"Paris, France",2,7,4,moyenne,3,2100,2699,2073,0.768,6,True,2110,10,0.9,-34.5
465,"Paris, France",1,14,6,haute,3,2415,3104,2921,0.941,2,True,2949,534,0.9,6.5
466,"La Mecque, Arabie Saoudite",3,10,10,moyenne,3,3500,4500,3825,0.85,3,True,4061,561,0.95,-5.0
467,"La Mecque, Arabie Saoudite",2,5,9,moyenne,3,3500,4500,4037,0.897,2,True,4275,775,0.95,6.5
468,"Paris, France",3,5,8,haute,3,2415,3104,2122,0.684,9,False,0,0,0.9,-67.5
469,Thailande,4,7,8,haute,3,3565,4600,3246,0.706,9,False,0,0,0.82,-67.5
470,"La Mecque, Arabie Saoudite",2,10,7,haute,3,4025,5175,4264,0.824,6,True,4047,22,0.95,-34.5
471,Thailande,4,7,3,moyenne,3,3100,4000,3114,0.778,6,True,3128,28,0.82,-34.5
472,"Rome, Italie",2,10,10,moyenne,3,2200,2800,2169,0.775,6,True,2200,0,0.78,-34.5
473,"Dubai, EAU",2,7,10,moyenne,3,3800,4800,4397,0.916,2,True,4560,760,0.85,6.5
474,"Dubai, EAU",2,14,3,moyenne,3,3800,4800,5207,1.085,1,True,4800,1000,0.85,12.5
475,"Barcelone, Espagne",3,7,6,haute,3,2472,3162,3555,1.124,1,True,3162,690,0.76,12.5
476,Thailande,4,7,6,haute,3,3565,4600,4024,0.875,4,True,3944,379,0.82,-15.0
477,Thailande,4,5,2,basse,3,2790,3600,3291,0.914,3,True,3249,459,0.82,-5.0
478,"Paris, France",3,10,2,basse,3,1890,2429,1869,0.769,6,True,1900,10,0.9,-34.5
479,"La Mecque, Arabie Saoudite",4,10,7,haute,3,4025,5175,4336,0.838,4,True,4436,411,0.95,-15.0
480,Thailande,2,7,9,moyenne,3,3100,4000,2931,0.733,7,True,3100,0,0.82,-43.0
481,Thailande,4,14,3,moyenne,3,3100,4000,3227,0.807,6,True,3128,28,0.82,-34.5
482,"Paris, France",4,3,3,moyenne,3,2100,2699,2253,0.835,4,True,2314,214,0.9,-15.0
483,"Barcelone, Espagne",2,10,11,basse,3,1935,2475,2147,0.867,3,True,2233,298,0.76,-5.0
484,Thailande,2,3,4,moyenne,3,3100,4000,4731,1.183,1,True,4000,900,0.82,12.5
485,"Marrakech, Maroc",1,10,9,moyenne,3,1900,2499,1791,0.717,7,True,1900,0,0.75,-43.0
486,"Rome, Italie",4,7,7,haute,3,2530,3220,2621,0.814,5,True,2737,207,0.78,-24.5
487,"Rome, Italie",2,7,4,moyenne,3,2200,2800,2796,0.999,1,True,2800,600,0.78,12.5
488,"Paris, France",2,5,7,haute,3,2415,3104,2553,0.822,4,True,2662,247,0.9,-15.0
489,"La Mecque, Arabie Saoudite",3,10,5,moyenne,3,3500,4500,5362,1.192,1,True,4500,1000,0.95,12.5
490,"Marrakech, Maroc",4,7,8,haute,3,2185,2874,3374,1.174,1,True,2874,689,0.75,12.5
491,Thailande,1,7,2,basse,3,2790,3600,3198,0.888,3,True,3249,459,0.82,-5.0
492,"Barcelone, Espagne",2,10,9,moyenne,3,2150,2750,2481,0.902,3,True,2481,331,0.76,-5.0
493,"Rome, Italie",1,10,3,moyenne,3,2200,2800,2149,0.767,6,True,2200,0,0.78,-34.5
494,"Marrakech, Maroc",2,14,4,moyenne,3,1900,2499,2503,1.002,1,True,2499,599,0.75,12.5
495,"Marrakech, Maroc",4,10,6,haute,3,2185,2874,1950,0.678,9,False,0,0,0.75,-67.5
496,Thailande,3,7,8,haute,3,3565,4600,4054,0.881,3,True,4152,587,0.82,-5.0
497,"Istanbul, Turquie",1,10,7,haute,3,2530,3220,2642,0.82,5,True,2737,207,0.8,-24.5
498,Thailande,2,14,1,basse,3,2790,3600,2592,0.72,9,False,0,0,0.82,-67.5
499,Thailande,2,5,7,haute,3,3565,4600,4798,1.043,1,True,4600,1035,0.82,12.5
500,"La Mecque, Arabie Saoudite",2,5,10,moyenne,3,3500,4500,3724,0.828,5,True,3825,325,0.95,-22.5
501,"Barcelone, Espagne",2,5,12,haute,3,2472,3162,2828,0.894,3,True,2854,382,0.76,-5.0
502,"Rome, Italie",4,7,5,moyenne,3,2200,2800,2548,0.91,3,True,2527,327,0.78,-5.0
503,"Marrakech, Maroc",4,7,8,haute,3,2185,2874,2799,0.974,1,True,2874,689,0.75,12.5
504,"La Mecque, Arabie Saoudite",2,7,9,moyenne,3,3500,4500,4028,0.895,3,True,4061,561,0.95,-5.0
505,"Marrakech, Maroc",3,10,11,basse,3,1710,2249,2235,0.994,1,True,2249,539,0.75,12.5
